gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Ift22,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ampd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kcnk13,Male-only analysis recommended,True,False,3.0,1.0
Golga3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sun2,Male-only analysis recommended,True,False,4.0,2.0
Myo9a,Male-only analysis recommended,True,False,4.0,0.0
Cyp2c23,Both male and female analysis recommended,True,True,4.0,4.0
Spin2c,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Dydc2,Both male and female analysis recommended,True,True,4.0,4.0
Cpb1,Both male and female analysis recommended,True,True,4.0,4.0
Ttll7,Both male and female analysis recommended,True,True,4.0,4.0
S100a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sptbn2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bahd1,Both male and female analysis recommended,True,True,9.0,8.0
Foxn2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcte1,Male-only analysis recommended,True,False,4.0,0.0
Abcd3,Both male and female analysis recommended,True,True,4.0,4.0
Gdf6,Both male and female analysis recommended,True,True,8.0,8.0
Fam221a,Both male and female analysis recommended,True,True,8.0,8.0
Hemgn,Both male and female analysis recommended,True,True,4.0,4.0
Pigh,Both male and female analysis recommended,True,True,4.0,4.0
Ipo4,Both male and female analysis recommended,True,True,4.0,4.0
Kctd9,Both male and female analysis recommended,True,True,4.0,3.0
Nbas,Both male and female analysis recommended,True,True,4.0,4.0
Csf1r,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mmrn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Efna2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mgl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slit2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zscan5b,Both male and female analysis recommended,True,True,4.0,4.0
Adgrg5,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Mbd6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tm7sf2,Both male and female analysis recommended,True,True,3.0,3.0
Mybl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rab12,Both male and female analysis recommended,True,True,4.0,4.0
Efhc2,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Elk3,Both male and female analysis recommended,True,True,3.0,3.0
Uri1,Male-only analysis recommended,True,False,4.0,0.0
Gsta4,Both male and female analysis recommended,True,True,4.0,4.0
Asic5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Psd2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ndrg4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ankfy1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adk,Both male and female analysis recommended,True,True,7.0,7.0
Frmpd1,Both male and female analysis recommended,True,True,4.0,4.0
Cox7a2,Both male and female analysis recommended,True,True,4.0,4.0
Myzap,Female-only analysis recommended,False,True,2.0,3.0
Mroh4,Male-only analysis recommended,True,False,4.0,0.0
Zscan12,Both male and female analysis recommended,True,True,3.0,4.0
Mthfsl,Male-only analysis recommended,True,False,3.0,1.0
Txndc11,Both male and female analysis recommended,True,True,4.0,4.0
Usp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pebp4,Both male and female analysis recommended,True,True,4.0,4.0
Mpl,Both male and female analysis recommended,True,True,7.0,7.0
Lmbrd1,Male-only analysis recommended,True,False,4.0,0.0
Gipc2,Both male and female analysis recommended,True,True,4.0,4.0
Fgf17,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bod1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfp652,Both male and female analysis recommended,True,True,4.0,4.0
Paip1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ube2w,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ablim3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
S100a14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cdh4,Both male and female analysis recommended,True,True,3.0,4.0
Fbxl15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Me1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dok4,Both male and female analysis recommended,True,True,4.0,4.0
Mzb1,Both male and female analysis recommended,True,True,7.0,7.0
Setd2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ywhab,Both male and female analysis recommended,True,True,4.0,4.0
Atad2b,Both male and female analysis recommended,True,True,7.0,7.0
Hoxa4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rcc2,Insufficient data for sex-specific analysis,False,False,3.0,2.0
Krt86,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp9b,Both male and female analysis recommended,True,True,4.0,4.0
Meak7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rap1gap2,Both male and female analysis recommended,True,True,3.0,3.0
Spast,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tulp3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sec1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rpgrip1l,Male-only analysis recommended,True,False,4.0,0.0
Paox,Insufficient data for sex-specific analysis,False,False,2.0,3.0
Arf2,Both male and female analysis recommended,True,True,3.0,4.0
Ncf2,Male-only analysis recommended,True,False,3.0,1.0
Efr3b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fanci,Male-only analysis recommended,True,False,4.0,0.0
Zfp830,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mars2,Both male and female analysis recommended,True,True,4.0,4.0
Adgra1,Both male and female analysis recommended,True,True,4.0,4.0
Catsperz,Both male and female analysis recommended,True,True,4.0,3.0
Cdkl5,Insufficient data for sex-specific analysis,True,True,8.0,6.0
Wdr91,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc15,Both male and female analysis recommended,True,True,4.0,4.0
Gulp1,Both male and female analysis recommended,True,True,3.0,4.0
Speer4f1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mpzl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hjv,Both male and female analysis recommended,True,True,4.0,5.0
Erlin2,Male-only analysis recommended,True,False,4.0,0.0
Dnah6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fst,Both male and female analysis recommended,True,True,4.0,4.0
Rfk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ptbp2,Both male and female analysis recommended,True,True,5.0,4.0
Cep55,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tgfb1i1,Female-only analysis recommended,False,True,1.0,6.0
Slco1b2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Jade3,Insufficient data for sex-specific analysis,False,False,,
Slc38a7,Both male and female analysis recommended,True,True,9.0,8.0
Hnf4g,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Endog,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Brd9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mrgprx1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcea2,Both male and female analysis recommended,True,True,4.0,4.0
Ankhd1,Insufficient data for sex-specific analysis,False,False,,
Eps8l1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ahcy,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arrb1,Both male and female analysis recommended,True,True,4.0,4.0
Fbxo11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ofcc1,Both male and female analysis recommended,True,True,4.0,4.0
Trmt2b,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Myo1h,Both male and female analysis recommended,True,True,4.0,4.0
Cep126,Both male and female analysis recommended,True,True,4.0,3.0
Galnt12,Both male and female analysis recommended,True,True,4.0,4.0
Zfp60,Both male and female analysis recommended,True,True,4.0,3.0
Slc6a20a,Both male and female analysis recommended,True,True,4.0,4.0
Angptl3,Both male and female analysis recommended,True,True,4.0,4.0
Tspyl5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pld1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dpm1,Male-only analysis recommended,True,False,4.0,0.0
Pkmyt1,Female-only analysis recommended,False,True,2.0,4.0
Reep3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sema6c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyp2b9,Both male and female analysis recommended,True,True,4.0,4.0
Cog6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myh1,Both male and female analysis recommended,True,True,3.0,3.0
Cct5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Anks1b,Male-only analysis recommended,True,False,3.0,1.0
Slu7,Male-only analysis recommended,True,False,4.0,0.0
Ptpn12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clcn3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spata7,Both male and female analysis recommended,True,True,4.0,4.0
Prdm4,Female-only analysis recommended,False,True,2.0,3.0
Dap,Female-only analysis recommended,False,True,1.0,3.0
Fbxo44,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Syt9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cdkn2aip,Both male and female analysis recommended,True,True,4.0,4.0
Slc10a3,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Ociad1,Both male and female analysis recommended,True,True,4.0,4.0
Fam167a,Both male and female analysis recommended,True,True,7.0,8.0
Lyar,Both male and female analysis recommended,True,True,4.0,4.0
Tnik,Male-only analysis recommended,True,False,5.0,0.0
Sgpl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Usp26,Insufficient data for sex-specific analysis,True,True,3.0,3.0
Cinp,Both male and female analysis recommended,True,True,4.0,4.0
Tex21,Both male and female analysis recommended,True,True,4.0,4.0
Tkfc,Both male and female analysis recommended,True,True,7.0,8.0
Ptprk,Both male and female analysis recommended,True,True,3.0,4.0
Spop,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kcnc4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyb5d1,Male-only analysis recommended,True,False,4.0,1.0
Ociad2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc17a1,Both male and female analysis recommended,True,True,4.0,4.0
Tpx2,Both male and female analysis recommended,True,True,4.0,4.0
Tacstd2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sra1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Scrn1,Both male and female analysis recommended,True,True,4.0,4.0
Xxylt1,Male-only analysis recommended,True,False,4.0,0.0
Hyal3,Both male and female analysis recommended,True,True,4.0,4.0
Cygb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atg7,Both male and female analysis recommended,True,True,8.0,8.0
Ptprm,Male-only analysis recommended,True,False,4.0,0.0
Cfap61,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dbpht2,Both male and female analysis recommended,True,True,4.0,4.0
Nhlrc2,Male-only analysis recommended,True,False,4.0,0.0
Prkaa2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adpgk,Female-only analysis recommended,False,True,1.0,5.0
Rab22a,Both male and female analysis recommended,True,True,4.0,4.0
Chsy3,Insufficient data for sex-specific analysis,False,False,,
Hectd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
A4galt,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Zfp92,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Etfa,Both male and female analysis recommended,True,True,4.0,3.0
Zfp42,Both male and female analysis recommended,True,True,4.0,4.0
Gh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Elp6,Both male and female analysis recommended,True,True,4.0,4.0
Ache,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp2b1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tspan18,Both male and female analysis recommended,True,True,3.0,4.0
Ly86,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Saa4,Male-only analysis recommended,True,False,3.0,1.0
Sh3rf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slain2,Both male and female analysis recommended,True,True,4.0,4.0
Usp24,Male-only analysis recommended,True,False,4.0,0.0
Fbxo47,Female-only analysis recommended,False,True,0.0,4.0
Adcy2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lama1,Both male and female analysis recommended,True,True,4.0,4.0
Kctd17,Both male and female analysis recommended,True,True,4.0,4.0
Parpbp,Both male and female analysis recommended,True,True,3.0,3.0
Ift56,Both male and female analysis recommended,True,True,3.0,4.0
Prelp,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gm14569,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Klhdc10,Both male and female analysis recommended,True,True,3.0,4.0
Cdc42ep5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Btg1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ppa2,Both male and female analysis recommended,True,True,4.0,4.0
Atp6v0d1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gimap8,Both male and female analysis recommended,True,True,4.0,4.0
Acat1,Both male and female analysis recommended,True,True,4.0,4.0
Milr1,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Wrn,Both male and female analysis recommended,True,True,8.0,8.0
Rbp4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccno,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dock9,Both male and female analysis recommended,True,True,4.0,3.0
Taf15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Retnlg,Both male and female analysis recommended,True,True,4.0,4.0
Ctps2,Insufficient data for sex-specific analysis,False,False,,
Sars1,Both male and female analysis recommended,True,True,4.0,5.0
Jak3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mkrn3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crygs,Both male and female analysis recommended,True,True,4.0,4.0
Il1rl2,Male-only analysis recommended,True,False,3.0,2.0
Hirip3,Both male and female analysis recommended,True,True,3.0,3.0
Gtf2a1l,Both male and female analysis recommended,True,True,3.0,3.0
Mgme1,Both male and female analysis recommended,True,True,3.0,4.0
Lime1,Both male and female analysis recommended,True,True,4.0,4.0
Rab11b,Both male and female analysis recommended,True,True,4.0,4.0
Rnf13,Both male and female analysis recommended,True,True,3.0,4.0
Kcnk16,Both male and female analysis recommended,True,True,4.0,4.0
Slc25a10,Both male and female analysis recommended,True,True,4.0,5.0
Zcwpw1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tsks,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pigf,Male-only analysis recommended,True,False,3.0,1.0
Fundc1,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Rgcc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp12a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpa33,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gbx1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Grb7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dtx2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fkbpl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nipsnap3a,Male-only analysis recommended,True,False,4.0,0.0
Dnmt3l,Male-only analysis recommended,True,False,4.0,4.0
Bdp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cfap107,Both male and female analysis recommended,True,True,4.0,4.0
Evl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pcdh20,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Apip,Female-only analysis recommended,False,True,0.0,4.0
Zfc3h1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zbtb12,Both male and female analysis recommended,True,True,4.0,4.0
Polr3b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mmp9,Both male and female analysis recommended,True,True,6.0,8.0
Srpx2,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Pls3,Male-only analysis recommended,True,False,4.0,0.0
Exoc3l,Both male and female analysis recommended,True,True,4.0,4.0
Bcl7c,Both male and female analysis recommended,True,True,4.0,4.0
Lin28b,Both male and female analysis recommended,True,True,4.0,4.0
Slc40a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Map3k20,Both male and female analysis recommended,True,True,3.0,4.0
Hsf2,Both male and female analysis recommended,True,True,4.0,4.0
Slc38a6,Both male and female analysis recommended,True,True,4.0,4.0
Tesk2,Both male and female analysis recommended,True,True,4.0,4.0
Gas6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adig,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pcnp,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wdfy4,Both male and female analysis recommended,True,True,4.0,4.0
Padi2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Col18a1,Both male and female analysis recommended,True,True,4.0,3.0
Clec16a,Both male and female analysis recommended,True,True,4.0,4.0
Hibch,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dagla,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Polq,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Psmc6,Both male and female analysis recommended,True,True,3.0,4.0
Dnajc14,Both male and female analysis recommended,True,True,4.0,3.0
Ssbp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Paqr8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpx6,Both male and female analysis recommended,True,True,4.0,4.0
Klhl4,Insufficient data for sex-specific analysis,True,True,4.0,3.0
Gpc5,Male-only analysis recommended,True,False,3.0,1.0
Plpp6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Birc3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lcp2,Both male and female analysis recommended,True,True,8.0,8.0
Pdcd2,Both male and female analysis recommended,True,True,3.0,3.0
Aig1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eif2ak2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atg14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Agbl4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Uqcrb,Both male and female analysis recommended,True,True,4.0,4.0
Tbce,Both male and female analysis recommended,True,True,4.0,4.0
Septin3,Both male and female analysis recommended,True,True,8.0,8.0
Chst11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Naa10,Male-only analysis recommended,True,False,4.0,0.0
Asb7,Insufficient data for sex-specific analysis,False,False,8.0,8.0
L3mbtl2,Male-only analysis recommended,True,False,4.0,0.0
Slc25a35,Both male and female analysis recommended,True,True,4.0,4.0
Prss8,Both male and female analysis recommended,True,True,4.0,3.0
Cdc34,Both male and female analysis recommended,True,True,4.0,4.0
Ly6g6f,Both male and female analysis recommended,True,True,3.0,4.0
Prg4,Both male and female analysis recommended,True,True,9.0,7.0
Rab4b,Both male and female analysis recommended,True,True,4.0,4.0
Tmem60,Both male and female analysis recommended,True,True,7.0,8.0
Vrk1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adamtsl4,Both male and female analysis recommended,True,True,4.0,3.0
Sostdc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
B9d2,Female-only analysis recommended,False,True,0.0,4.0
Ddx6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lypd6b,Female-only analysis recommended,False,True,2.0,5.0
Exosc3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp6v1b1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zc2hc1c,Both male and female analysis recommended,True,True,7.0,7.0
Il18bp,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trit1,Both male and female analysis recommended,True,True,3.0,3.0
Tusc1,Both male and female analysis recommended,True,True,4.0,4.0
Galntl6,Both male and female analysis recommended,True,True,4.0,4.0
Cav2,Insufficient data for sex-specific analysis,False,False,2.0,3.0
Nme2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dzip1l,Male-only analysis recommended,True,False,4.0,2.0
Homez,Female-only analysis recommended,False,True,0.0,4.0
Cdk8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pus1,Both male and female analysis recommended,True,True,4.0,4.0
Apol7a,Female-only analysis recommended,False,True,0.0,4.0
Acox3,Both male and female analysis recommended,True,True,4.0,4.0
Fzd5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Panx1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ube2q2l,Both male and female analysis recommended,True,True,4.0,4.0
Angpt2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpx4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Vstm2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pdcd6ip,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem184b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc4a1ap,Both male and female analysis recommended,True,True,4.0,3.0
Ermn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klf17,Both male and female analysis recommended,True,True,4.0,4.0
Fkbp6,Both male and female analysis recommended,True,True,4.0,3.0
Fam124b,Both male and female analysis recommended,True,True,4.0,4.0
Fbxl5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arvcf,Male-only analysis recommended,True,False,4.0,0.0
Paqr5,Both male and female analysis recommended,True,True,8.0,8.0
Zswim6,Both male and female analysis recommended,True,True,4.0,4.0
Cnpy2,Both male and female analysis recommended,True,True,8.0,7.0
Wnt1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clstn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Niban3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ywhaz,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ddx42,Male-only analysis recommended,True,False,4.0,0.0
Ptp4a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Acan,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fhip1b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cnksr2,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Vnn3,Both male and female analysis recommended,True,True,7.0,8.0
Shh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc9b1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc36a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ppox,Both male and female analysis recommended,True,True,4.0,4.0
Csmd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gnpda1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
C1qtnf5,Both male and female analysis recommended,True,True,4.0,4.0
Eif5b,Both male and female analysis recommended,True,True,4.0,4.0
Srr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem86a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dio1,Both male and female analysis recommended,True,True,4.0,4.0
Zfp61,Both male and female analysis recommended,True,True,4.0,4.0
Mapkapk5,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc90b,Male-only analysis recommended,True,False,3.0,1.0
Nup93,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Flnb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Stt3b,Both male and female analysis recommended,True,True,4.0,3.0
Crisp3,Both male and female analysis recommended,True,True,3.0,3.0
Socs1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trim14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ptgs1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wdr70,Both male and female analysis recommended,True,True,4.0,4.0
Rnpepl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abcc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zpbp2,Both male and female analysis recommended,True,True,4.0,4.0
Lsm14a,Both male and female analysis recommended,True,True,5.0,5.0
Or8h8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ism1,Both male and female analysis recommended,True,True,8.0,7.0
Skida1,Female-only analysis recommended,False,True,2.0,4.0
Mbip,Both male and female analysis recommended,True,True,4.0,4.0
1700025G04Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slbp,Both male and female analysis recommended,True,True,4.0,4.0
Dcps,Both male and female analysis recommended,True,True,4.0,3.0
Cdh19,Female-only analysis recommended,False,True,0.0,4.0
Gm572,Both male and female analysis recommended,True,True,4.0,4.0
Cyb561,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Evi5,Male-only analysis recommended,True,False,6.0,2.0
Zbtb46,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rbm25,Both male and female analysis recommended,True,True,4.0,4.0
Syt7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fitm2,Both male and female analysis recommended,True,True,4.0,4.0
Ryk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ube2z,Both male and female analysis recommended,True,True,3.0,3.0
Tm4sf4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rasgrp4,Male-only analysis recommended,True,False,4.0,0.0
Synm,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rundc1,Insufficient data for sex-specific analysis,True,True,3.0,4.0
Diaph3,Both male and female analysis recommended,True,True,4.0,4.0
Smim17,Both male and female analysis recommended,True,True,4.0,4.0
Ces2e,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adam11,Female-only analysis recommended,False,True,1.0,4.0
Adamts3,Female-only analysis recommended,False,True,1.0,3.0
Dse,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Grik4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpc4,Insufficient data for sex-specific analysis,True,True,3.0,4.0
Gga1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyp17a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Stk36,Both male and female analysis recommended,True,True,3.0,4.0
Rnf133,Both male and female analysis recommended,True,True,4.0,4.0
Slc22a3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbxo41,Female-only analysis recommended,False,True,2.0,3.0
Kifap3,Male-only analysis recommended,True,False,3.0,1.0
Agl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Casc3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cmtm4,Female-only analysis recommended,False,True,0.0,4.0
Casq2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tas2r138,Both male and female analysis recommended,True,True,3.0,4.0
Arf3,Both male and female analysis recommended,True,True,4.0,4.0
Ly6g6d,Both male and female analysis recommended,True,True,4.0,4.0
Fam107a,Both male and female analysis recommended,True,True,4.0,4.0
Taar6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmc5,Both male and female analysis recommended,True,True,4.0,4.0
Slc9a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
1700001O22Rik,Both male and female analysis recommended,True,True,4.0,4.0
Dnajc8,Female-only analysis recommended,False,True,2.0,5.0
Acvr1c,Both male and female analysis recommended,True,True,3.0,4.0
Cgn,Both male and female analysis recommended,True,True,4.0,4.0
Acbd5,Male-only analysis recommended,True,False,4.0,0.0
Clstn2,Both male and female analysis recommended,True,True,4.0,4.0
Zfp182,Male-only analysis recommended,True,False,4.0,0.0
Dapk3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Btnl4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prkag2,Both male and female analysis recommended,True,True,4.0,4.0
Sacs,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Krt33a,Both male and female analysis recommended,True,True,7.0,8.0
Sdhaf2,Both male and female analysis recommended,True,True,3.0,4.0
Daxx,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dcaf15,Both male and female analysis recommended,True,True,7.0,8.0
Gars1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Setd6,Both male and female analysis recommended,True,True,4.0,4.0
Foxp1,Both male and female analysis recommended,True,True,4.0,4.0
Leprot,Insufficient data for sex-specific analysis,True,True,4.0,3.0
