gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Phka2,Phka2<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0147133434804667,0.145,0.0,0.379,3.0,2541.0,Phka2_Phka2<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.943,20.02,20.087,19.991,19.984,,,,,,,,,,,,,0.0169060633024024,0.144,0.0,0.381,3.0,1277.0,Phka2_Phka2<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,19.99,20.073,19.96,20.001,20.025
Acsm1,Acsm1<em1(IMPC)Mhzh>,homozygote,MARC,0.0388261264770809,0.19,0.0,0.452,4.0,147.0,Acsm1_Acsm1<em1(IMPC)Mhzh>_homozygote_MARC,18.291,19.048,16.634,19.31,20.954,,,,,,,,,,,,,,,,,,,,,,,,
Chmp7,Chmp7<em1(IMPC)J>,heterozygote,JAX,0.0022550739163117,0.109,0.0,0.282,8.0,2541.0,Chmp7_Chmp7<em1(IMPC)J>_heterozygote_JAX,18.364,20.386,19.055,18.936,18.868,0.0284098213137935,0.169,0.0,0.419,4.0,1264.0,Chmp7_Chmp7<em1(IMPC)J>_heterozygote_JAX_male,18.067,20.388,18.948,18.907,18.768,0.006669183339625,0.124,0.0,0.326,4.0,1277.0,Chmp7_Chmp7<em1(IMPC)J>_heterozygote_JAX_female,19.952,19.978,19.923,19.981,20.043
Dpy19l1,Dpy19l1<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0200178503123804,0.157,0.0,0.403,4.0,569.0,Dpy19l1_Dpy19l1<em1(IMPC)Mbp>_heterozygote_UC Davis,18.888,19.274,18.762,18.832,21.068,,,,,,,,,,,,,,,,,,,,,,,,
Ncoa7,Ncoa7<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0059097196026656,0.124,0.0,0.331,4.0,569.0,Ncoa7_Ncoa7<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,20.009,20.016,20.011,20.002,19.981,,,,,,,,,,,,,,,,,,,,,,,,
Rnf138,Rnf138<tm1b(EUCOMM)Hmgu>,homozygote,WTSI,0.0080645161290322,0.127,0.0,0.337,4.0,904.0,Rnf138_Rnf138<tm1b(EUCOMM)Hmgu>_homozygote_WTSI,19.972,19.952,19.954,19.903,19.992,,,,,,,,,,,,,,,,,,,,,,,,
Rtn4r,Rtn4r<tm1b(KOMP)Wtsi>,homozygote,UC Davis,0.0116337885685381,0.134,0.0,0.351,4.0,569.0,Rtn4r_Rtn4r<tm1b(KOMP)Wtsi>_homozygote_UC Davis,19.766,19.793,19.898,19.676,19.725,,,,,,,,,,,,,,,,,,,,,,,,
Ankrd13c,Ankrd13c<em1(IMPC)Tcp>,homozygote,TCP,0.0069225928256765,0.125,0.0,0.327,4.0,588.0,Ankrd13c_Ankrd13c<em1(IMPC)Tcp>_homozygote_TCP,19.924,19.974,19.986,20.003,20.026,,,,,,,,,,,,,,,,,,,,,,,,
Mau2,Mau2<tm1b(KOMP)Wtsi>,heterozygote,WTSI,0.0070493454179254,0.124,0.0,0.324,4.0,904.0,Mau2_Mau2<tm1b(KOMP)Wtsi>_heterozygote_WTSI,20.029,19.969,20.028,20.086,19.922,,,,,,,,,,,,,0.0165184243964421,0.144,0.0,0.382,3.0,451.0,Mau2_Mau2<tm1b(KOMP)Wtsi>_heterozygote_WTSI_female,20.019,20.083,19.935,20.013,20.004
Ankrd48,Ankrd48<em1(IMPC)Tcp>,homozygote,TCP,0.0099734881959348,0.125,0.0,0.331,4.0,588.0,Ankrd48_Ankrd48<em1(IMPC)Tcp>_homozygote_TCP,20.045,20.049,20.058,20.022,20.0,,,,,,,,,,,,,,,,,,,,,,,,
Rnf126,Rnf126<em1(IMPC)J>,heterozygote,JAX,0.8661068346162818,0.477,0.131,0.822,8.0,2541.0,Rnf126_Rnf126<em1(IMPC)J>_heterozygote_JAX,9.672,14.865,18.419,16.231,12.694,0.0784578053383661,0.221,0.0,0.521,4.0,1264.0,Rnf126_Rnf126<em1(IMPC)J>_heterozygote_JAX_male,14.809,16.911,21.761,18.552,17.477,0.3540961408259986,0.373,0.034,0.723,4.0,1277.0,Rnf126_Rnf126<em1(IMPC)J>_heterozygote_JAX_female,15.07,19.369,18.721,18.856,16.28
Hsf1,Hsf1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,0.0001250156269533,0.083,0.0,0.224,8.0,2541.0,Hsf1_Hsf1<tm1.1(KOMP)Vlcg>_heterozygote_JAX,19.977,20.045,20.042,20.002,19.913,0.0061627468242988,0.125,0.0,0.332,4.0,1264.0,Hsf1_Hsf1<tm1.1(KOMP)Vlcg>_heterozygote_JAX_male,20.038,19.989,20.005,19.979,19.981,0.0089544709294993,0.125,0.0,0.332,4.0,1277.0,Hsf1_Hsf1<tm1.1(KOMP)Vlcg>_heterozygote_JAX_female,20.038,20.048,20.025,20.097,20.016
Arr3,Arr3<em1(IMPC)J>,hemizygote,JAX,0.0161310809094373,0.142,0.0,0.368,3.0,2541.0,Arr3_Arr3<em1(IMPC)J>_hemizygote_JAX,19.979,19.977,19.932,19.987,19.96,0.0174233753020475,0.145,0.0,0.373,3.0,1264.0,Arr3_Arr3<em1(IMPC)J>_hemizygote_JAX_male,19.96,20.016,19.973,19.962,19.916,,,,,,,,,,,,
Arr3,Arr3<em1(IMPC)J>,homozygote,JAX,0.0085728693898134,0.124,0.0,0.329,4.0,2541.0,Arr3_Arr3<em1(IMPC)J>_homozygote_JAX,19.927,20.019,19.98,19.998,20.006,,,,,,,,,,,,,0.0079375078745117,0.125,0.0,0.326,4.0,1277.0,Arr3_Arr3<em1(IMPC)J>_homozygote_JAX_female,19.967,19.923,19.953,20.052,19.998
Tmem222,Tmem222<tm1b(KOMP)Mbp>,heterozygote,JAX,0.0007505629221916,0.09,0.0,0.24,7.0,2541.0,Tmem222_Tmem222<tm1b(KOMP)Mbp>_heterozygote_JAX,20.03,19.937,20.023,20.02,20.008,0.0165184243964421,0.142,0.0,0.377,3.0,1264.0,Tmem222_Tmem222<tm1b(KOMP)Mbp>_heterozygote_JAX_male,19.978,20.025,19.961,20.036,20.022,0.0089544709294993,0.126,0.0,0.329,4.0,1277.0,Tmem222_Tmem222<tm1b(KOMP)Mbp>_heterozygote_JAX_female,20.007,19.933,20.033,20.028,20.031
Ggnbp1,Ggnbp1<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0093363613424173,0.125,0.0,0.336,4.0,569.0,Ggnbp1_Ggnbp1<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,19.996,20.01,20.035,19.971,20.022,,,,,,,,,,,,,,,,,,,,,,,,
Ilkap,Ilkap<em1(IMPC)Tcp>,homozygote,TCP,0.0071761299257207,0.125,0.0,0.329,4.0,588.0,Ilkap_Ilkap<em1(IMPC)Tcp>_homozygote_TCP,20.039,19.953,20.059,20.017,20.059,,,,,,,,,,,,,,,,,,,,,,,,
Fbxo27,Fbxo27<em2(IMPC)Marc>,homozygote,MARC,0.2580594433086963,0.355,0.061,0.655,4.0,147.0,Fbxo27_Fbxo27<em2(IMPC)Marc>_homozygote_MARC,8.094,11.828,12.806,26.465,24.182,,,,,,,,,,,,,,,,,,,,,,,,
P4ha3,P4ha3<em1(IMPC)J>,homozygote,JAX,0.0005002501250625,0.09,0.0,0.239,7.0,2541.0,P4ha3_P4ha3<em1(IMPC)J>_homozygote_JAX,20.093,19.996,19.979,19.952,20.041,0.0136847440446021,0.141,0.0,0.369,3.0,1264.0,P4ha3_P4ha3<em1(IMPC)J>_homozygote_JAX_male,19.947,20.01,19.954,19.936,19.994,0.0067958721369242,0.125,0.0,0.326,4.0,1277.0,P4ha3_P4ha3<em1(IMPC)J>_homozygote_JAX_female,19.961,20.01,20.045,20.042,20.052
Uckl1,Uckl1<em1(IMPC)J>,homozygote,JAX,0.0001250156269533,0.084,0.0,0.226,8.0,2541.0,Uckl1_Uckl1<em1(IMPC)J>_homozygote_JAX,20.004,19.976,20.006,19.989,19.92,0.0085728693898134,0.126,0.0,0.332,4.0,1264.0,Uckl1_Uckl1<em1(IMPC)J>_homozygote_JAX_male,19.954,20.031,20.004,20.0,19.985,0.0079375078745117,0.123,0.0,0.324,4.0,1277.0,Uckl1_Uckl1<em1(IMPC)J>_homozygote_JAX_female,19.983,20.033,20.005,20.004,20.02
Krt83,Krt83<tm1b(KOMP)Wtsi>,homozygote,WTSI,0.005151400929765,0.123,0.0,0.33,4.0,904.0,Krt83_Krt83<tm1b(KOMP)Wtsi>_homozygote_WTSI,20.03,19.988,19.983,19.999,19.975,,,,,,,,,,,,,0.0153572788424927,0.141,0.0,0.373,3.0,451.0,Krt83_Krt83<tm1b(KOMP)Wtsi>_homozygote_WTSI_female,19.999,20.034,20.009,19.959,19.954
Slc25a4,Slc25a4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0076835873535709,0.125,0.0,0.331,4.0,904.0,Slc25a4_Slc25a4<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,19.963,20.0,19.927,19.981,19.953,,,,,,,,,,,,,0.0174233753020475,0.143,0.0,0.379,3.0,451.0,Slc25a4_Slc25a4<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,20.002,19.96,20.0,20.0,20.009
Tdrkh,Tdrkh<tm1b(KOMP)Wtsi>,homozygote,JAX,0.2763241863433312,0.385,0.127,0.646,8.0,2541.0,Tdrkh_Tdrkh<tm1b(KOMP)Wtsi>_homozygote_JAX,17.253,22.63,21.393,20.451,20.222,0.3006015282067956,0.374,0.082,0.668,4.0,1264.0,Tdrkh_Tdrkh<tm1b(KOMP)Wtsi>_homozygote_JAX_male,17.934,17.312,19.94,18.693,18.108,0.0924484500887614,0.267,0.02,0.545,4.0,1277.0,Tdrkh_Tdrkh<tm1b(KOMP)Wtsi>_homozygote_JAX_female,18.651,29.498,23.846,23.418,23.189
Champ1,Champ1<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0065425264217413,0.123,0.0,0.326,4.0,569.0,Champ1_Champ1<em1(IMPC)Mbp>_heterozygote_UC Davis,19.99,19.985,20.062,19.962,20.027,,,,,,,,,,,,,,,,,,,,,,,,
Coa5,Coa5<tm1b(KOMP)Wtsi>,heterozygote,TCP,0.0064159013712416,0.125,0.0,0.329,4.0,588.0,Coa5_Coa5<tm1b(KOMP)Wtsi>_heterozygote_TCP,19.985,20.002,19.977,20.053,20.004,,,,,,,,,,,,,0.0090817356205852,0.125,0.0,0.336,4.0,295.0,Coa5_Coa5<tm1b(KOMP)Wtsi>_heterozygote_TCP_female,20.03,20.009,20.026,19.969,19.973
Epha2,Epha2<em1(IMPC)Mbp>,homozygote,UC Davis,0.0071761299257207,0.124,0.0,0.328,4.0,569.0,Epha2_Epha2<em1(IMPC)Mbp>_homozygote_UC Davis,20.003,20.053,19.985,20.044,20.02,,,,,,,,,,,,,,,,,,,,,,,,
Cspp1,Cspp1<em1(IMPC)J>,homozygote,JAX,0.0008757662955085,0.091,0.0,0.248,7.0,2541.0,Cspp1_Cspp1<em1(IMPC)J>_homozygote_JAX,19.979,19.968,19.992,20.016,19.963,0.0161310809094373,0.144,0.0,0.376,3.0,1264.0,Cspp1_Cspp1<em1(IMPC)J>_homozygote_JAX_male,20.001,20.074,19.969,19.949,20.02,0.0085728693898134,0.126,0.0,0.336,4.0,1277.0,Cspp1_Cspp1<em1(IMPC)J>_homozygote_JAX_female,19.981,20.057,19.951,19.964,20.012
Mef2b,Mef2b<tm2b(EUCOMM)Hmgu>,homozygote,MRC Harwell,0.4878184861446903,0.414,0.082,0.773,3.0,323.0,Mef2b_Mef2b<tm2b(EUCOMM)Hmgu>_homozygote_MRC Harwell,17.71,21.328,19.349,17.786,18.63,,,,,,,,,,,,,,,,,,,,,,,,
Fnbp1l,Fnbp1l<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,1.606712284131639,0.547,0.259,0.84,5.0,569.0,Fnbp1l_Fnbp1l<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,14.945,15.924,13.312,19.335,28.464,,,,,,,,,,,,,0.1355571327182398,0.292,0.021,0.589,3.0,288.0,Fnbp1l_Fnbp1l<tm1.1(KOMP)Vlcg>_homozygote_UC Davis_female,15.883,23.426,17.462,26.63,23.56
Cdk12,Cdk12<em1(IMPC)Tcp>,heterozygote,TCP,0.0422094841063053,0.224,0.012,0.471,5.0,588.0,Cdk12_Cdk12<em1(IMPC)Tcp>_heterozygote_TCP,18.366,16.624,23.123,23.184,21.106,0.1299435028248587,0.289,0.021,0.58,3.0,293.0,Cdk12_Cdk12<em1(IMPC)Tcp>_heterozygote_TCP_male,18.243,16.666,23.071,23.006,21.304,,,,,,,,,,,,
Slc25a20,Slc25a20<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0071761299257207,0.123,0.0,0.324,4.0,904.0,Slc25a20_Slc25a20<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,20.002,20.045,19.974,20.017,20.036,,,,,,,,,,,,,,,,,,,,,,,,
Cyb5d2,Cyb5d2<tm1.1(KOMP)Wtsi>,homozygote,JAX,0.0008757662955085,0.084,0.0,0.225,8.0,2541.0,Cyb5d2_Cyb5d2<tm1.1(KOMP)Wtsi>_homozygote_JAX,19.96,19.978,20.007,20.0,20.017,0.0090817356205852,0.126,0.0,0.335,4.0,1264.0,Cyb5d2_Cyb5d2<tm1.1(KOMP)Wtsi>_homozygote_JAX_male,20.053,20.015,20.057,19.984,19.971,0.0067958721369242,0.124,0.0,0.329,4.0,1277.0,Cyb5d2_Cyb5d2<tm1.1(KOMP)Wtsi>_homozygote_JAX_female,19.972,19.986,20.008,20.024,19.966
Plekhf2,Plekhf2<em1(IMPC)Wtsi>,homozygote,HMGU,0.8578727357176034,0.484,0.213,0.761,7.0,1804.0,Plekhf2_Plekhf2<em1(IMPC)Wtsi>_homozygote_HMGU,27.062,27.365,14.745,10.231,10.731,0.1668611435239206,0.302,0.021,0.609,3.0,920.0,Plekhf2_Plekhf2<em1(IMPC)Wtsi>_homozygote_HMGU_male,23.298,26.302,14.795,13.098,16.248,0.998001998001998,0.5,0.195,0.812,4.0,884.0,Plekhf2_Plekhf2<em1(IMPC)Wtsi>_homozygote_HMGU_female,25.775,26.145,17.065,12.538,12.035
Jakmip3,Jakmip3<em1(IMPC)J>,homozygote,JAX,0.0007505629221916,0.091,0.0,0.244,7.0,2541.0,Jakmip3_Jakmip3<em1(IMPC)J>_homozygote_JAX,19.98,20.051,19.973,20.007,20.007,0.0153572788424927,0.143,0.0,0.371,3.0,1264.0,Jakmip3_Jakmip3<em1(IMPC)J>_homozygote_JAX_male,20.043,20.028,19.947,19.942,19.968,0.0104837691044587,0.126,0.0,0.343,4.0,1277.0,Jakmip3_Jakmip3<em1(IMPC)J>_homozygote_JAX_female,20.002,19.987,19.964,19.994,19.971
Alox15,Alox15<tm1b(KOMP)Mbp>,homozygote,UC Davis,0.0083186286866649,0.125,0.0,0.338,4.0,569.0,Alox15_Alox15<tm1b(KOMP)Mbp>_homozygote_UC Davis,20.013,20.013,19.994,19.971,19.954,,,,,,,,,,,,,,,,,,,,,,,,
Tdp1,Tdp1<em1(IMPC)Tcp>,homozygote,TCP,0.0078105316200554,0.125,0.0,0.325,4.0,588.0,Tdp1_Tdp1<em1(IMPC)Tcp>_homozygote_TCP,20.039,20.085,20.007,19.926,20.041,,,,,,,,,,,,,,,,,,,,,,,,
Adcy6,Adcy6<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0666666666666666,0.25,0.022,0.515,4.0,569.0,Adcy6_Adcy6<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,14.352,21.766,37.94,34.525,24.639,,,,,,,,,,,,,,,,,,,,,,,,
Arhgap10,Arhgap10<em1(IMPC)Tcp>,homozygote,TCP,0.0074297947361793,0.125,0.0,0.326,4.0,588.0,Arhgap10_Arhgap10<em1(IMPC)Tcp>_homozygote_TCP,19.992,20.056,20.057,19.975,20.05,,,,,,,,,,,,,,,,,,,,,,,,
Edem3,Edem3<tm1b(EUCOMM)Hmgu>,heterozygote,KMPC,0.0269576379974326,0.157,0.0,0.405,3.0,340.0,Edem3_Edem3<tm1b(EUCOMM)Hmgu>_heterozygote_KMPC,19.118,19.3,19.314,19.789,20.139,,,,,,,,,,,,,,,,,,,,,,,,
Gtf2e2,Gtf2e2<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,0.0136847440446021,0.133,0.0,0.358,4.0,858.0,Gtf2e2_Gtf2e2<tm1b(EUCOMM)Wtsi>_heterozygote_MRC Harwell,19.927,19.907,19.923,19.794,19.912,,,,,,,,,,,,,,,,,,,,,,,,
Fibin,Fibin<em1(IMPC)J>,homozygote,JAX,0.0002500625156289,0.084,0.0,0.23,8.0,2541.0,Fibin_Fibin<em1(IMPC)J>_homozygote_JAX,20.03,20.024,19.984,19.984,19.984,0.0093363613424173,0.125,0.0,0.33,4.0,1264.0,Fibin_Fibin<em1(IMPC)J>_homozygote_JAX_male,20.049,20.037,19.976,20.024,19.98,0.0067958721369242,0.124,0.0,0.332,4.0,1277.0,Fibin_Fibin<em1(IMPC)J>_homozygote_JAX_female,20.006,19.997,20.094,20.025,19.985
Bcas1,Bcas1<em1(IMPC)Tcp>,homozygote,TCP,0.0073029463611181,0.127,0.0,0.336,4.0,588.0,Bcas1_Bcas1<em1(IMPC)Tcp>_homozygote_TCP,19.932,19.99,20.018,20.004,19.997,,,,,,,,,,,,,,,,,,,,,,,,
Notch4,Notch4<tm1b(NCOM)Mfgc>,homozygote,TCP,0.0083186286866649,0.124,0.0,0.328,4.0,588.0,Notch4_Notch4<tm1b(NCOM)Mfgc>_homozygote_TCP,20.006,20.013,19.974,19.958,20.005,,,,,,,,,,,,,,,,,,,,,,,,
Pdss1,Pdss1<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0059097196026656,0.124,0.0,0.328,4.0,569.0,Pdss1_Pdss1<em1(IMPC)Mbp>_heterozygote_UC Davis,19.965,20.03,19.976,19.933,20.083,,,,,,,,,,,,,,,,,,,,,,,,
Appbp2,Appbp2<em1(IMPC)J>,heterozygote,JAX,0.0031347962382445,0.099,0.0,0.258,6.0,2541.0,Appbp2_Appbp2<em1(IMPC)J>_heterozygote_JAX,20.021,20.061,20.019,20.027,20.049,0.0180707559175362,0.144,0.0,0.379,3.0,1264.0,Appbp2_Appbp2<em1(IMPC)J>_heterozygote_JAX_male,20.091,20.007,20.016,19.999,20.012,0.0156150818839659,0.143,0.0,0.372,3.0,1277.0,Appbp2_Appbp2<em1(IMPC)J>_heterozygote_JAX_female,20.025,20.001,19.958,20.046,19.973
Btbd9,Btbd9<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,0.0025062656641604,0.102,0.0,0.271,6.0,755.0,Btbd9_Btbd9<tm1b(EUCOMM)Wtsi>_homozygote_HMGU,20.022,20.039,19.908,19.922,19.966,0.0156150818839659,0.144,0.0,0.376,3.0,392.0,Btbd9_Btbd9<tm1b(EUCOMM)Wtsi>_homozygote_HMGU_male,19.968,20.0,19.968,19.97,20.06,0.0149708195889368,0.145,0.0,0.378,3.0,363.0,Btbd9_Btbd9<tm1b(EUCOMM)Wtsi>_homozygote_HMGU_female,19.966,19.959,19.976,19.868,19.877
Plxna4,Plxna4<em1(IMPC)Mbp>,homozygote,UC Davis,0.1517420097898071,0.295,0.009,0.597,4.0,569.0,Plxna4_Plxna4<em1(IMPC)Mbp>_homozygote_UC Davis,17.013,17.825,13.424,16.943,22.154,,,,,,,,,,,,,,,,,,,,,,,,
Lpin2,Lpin2<tm1b(KOMP)Wtsi>,homozygote,TCP,0.0121457489878542,0.138,0.0,0.356,4.0,588.0,Lpin2_Lpin2<tm1b(KOMP)Wtsi>_homozygote_TCP,19.604,18.446,18.754,19.866,20.126,0.0107391029690461,0.134,0.0,0.36,4.0,293.0,Lpin2_Lpin2<tm1b(KOMP)Wtsi>_homozygote_TCP_male,19.646,18.899,19.111,19.951,20.112,,,,,,,,,,,,
Arhgap22,Arhgap22<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.0101010101010101,0.124,0.0,0.334,4.0,904.0,Arhgap22_Arhgap22<tm1a(KOMP)Wtsi>_homozygote_WTSI,19.982,19.984,20.014,20.003,19.941,0.0093363613424173,0.124,0.0,0.338,4.0,453.0,Arhgap22_Arhgap22<tm1a(KOMP)Wtsi>_homozygote_WTSI_male,19.99,20.018,19.938,19.971,19.993,,,,,,,,,,,,
Smarcd3,Smarcd3<em1(IMPC)J>,heterozygote,JAX,0.0007505629221916,0.084,0.0,0.225,8.0,2541.0,Smarcd3_Smarcd3<em1(IMPC)J>_heterozygote_JAX,19.936,19.949,19.954,19.948,19.916,0.0085728693898134,0.128,0.0,0.346,4.0,1264.0,Smarcd3_Smarcd3<em1(IMPC)J>_heterozygote_JAX_male,19.945,19.888,19.963,19.943,19.954,0.0085728693898134,0.124,0.0,0.331,4.0,1277.0,Smarcd3_Smarcd3<em1(IMPC)J>_heterozygote_JAX_female,20.023,19.989,20.031,20.013,20.007
Esrra,Esrra<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0006253908692933,0.084,0.0,0.229,8.0,2541.0,Esrra_Esrra<tm1.1(KOMP)Vlcg>_homozygote_JAX,20.051,19.993,19.973,20.042,19.98,0.0083186286866649,0.125,0.0,0.337,4.0,1264.0,Esrra_Esrra<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,20.053,20.042,20.043,19.97,20.042,0.0075566750629722,0.125,0.0,0.329,4.0,1277.0,Esrra_Esrra<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,19.971,19.954,19.917,19.979,19.997
Klhl21,Klhl21<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0057832537088257,0.124,0.0,0.326,4.0,904.0,Klhl21_Klhl21<tm1a(KOMP)Wtsi>_heterozygote_WTSI,20.015,19.938,19.909,20.027,20.071,,,,,,,,,,,,,0.0084457330139921,0.124,0.0,0.326,4.0,451.0,Klhl21_Klhl21<tm1a(KOMP)Wtsi>_heterozygote_WTSI_female,19.968,20.013,20.033,19.99,20.013
Mypn,Mypn<em1(IMPC)J>,homozygote,JAX,0.0021295252411374,0.152,0.008,0.332,9.0,2541.0,Mypn_Mypn<em1(IMPC)J>_homozygote_JAX,18.747,19.71,18.446,16.793,17.606,0.0670935040682939,0.249,0.01,0.507,4.0,1264.0,Mypn_Mypn<em1(IMPC)J>_homozygote_JAX_male,18.58,19.709,18.506,16.948,17.652,0.0038900740368929,0.111,0.0,0.3,5.0,1277.0,Mypn_Mypn<em1(IMPC)J>_homozygote_JAX_female,20.05,19.976,20.059,19.953,20.005
Nek11,Nek11<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0002500625156289,0.09,0.0,0.246,7.0,2541.0,Nek11_Nek11<tm1b(KOMP)Wtsi>_homozygote_JAX,19.966,20.025,19.994,19.945,20.033,0.0067958721369242,0.124,0.0,0.33,4.0,1264.0,Nek11_Nek11<tm1b(KOMP)Wtsi>_homozygote_JAX_male,19.931,20.037,20.061,19.905,19.971,0.0158730158730158,0.143,0.0,0.377,3.0,1277.0,Nek11_Nek11<tm1b(KOMP)Wtsi>_homozygote_JAX_female,20.057,20.068,20.016,20.013,20.023
Prep,Prep<tm1b(KOMP)Wtsi>,heterozygote,JAX,0.0025062656641604,0.106,0.0,0.284,8.0,2541.0,Prep_Prep<tm1b(KOMP)Wtsi>_heterozygote_JAX,17.739,19.045,19.807,19.726,19.627,0.0101010101010101,0.126,0.0,0.333,4.0,1264.0,Prep_Prep<tm1b(KOMP)Wtsi>_heterozygote_JAX_male,20.006,19.998,20.109,20.042,19.971,0.0482180293501048,0.185,0.0,0.47,4.0,1277.0,Prep_Prep<tm1b(KOMP)Wtsi>_heterozygote_JAX_female,16.491,18.452,19.69,19.423,19.353
Ythdf2,Ythdf2<tm1b(KOMP)Wtsi>,heterozygote,MARC,0.3456686291000841,0.377,0.054,0.7,4.0,147.0,Ythdf2_Ythdf2<tm1b(KOMP)Wtsi>_heterozygote_MARC,13.931,15.633,14.245,15.029,23.51,,,,,,,,,,,,,,,,,,,,,,,,
Naa50,Naa50<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0084457330139921,0.126,0.0,0.336,4.0,569.0,Naa50_Naa50<em1(IMPC)Mbp>_heterozygote_UC Davis,19.965,19.968,19.977,19.988,19.974,,,,,,,,,,,,,,,,,,,,,,,,
Ammecr1l,Ammecr1l<em1(IMPC)Kmpc>,heterozygote,KMPC,0.0161310809094373,0.143,0.0,0.369,3.0,340.0,Ammecr1l_Ammecr1l<em1(IMPC)Kmpc>_heterozygote_KMPC,20.039,20.032,19.972,19.994,19.981,,,,,,,,,,,,,,,,,,,,,,,,
Larp6,Larp6<em1(IMPC)Tcp>,homozygote,TCP,0.0079375078745117,0.127,0.0,0.332,4.0,588.0,Larp6_Larp6<em1(IMPC)Tcp>_homozygote_TCP,19.975,19.999,20.011,20.087,19.94,,,,,,,,,,,,,,,,,,,,,,,,
Bicra,Bicra<em1(IMPC)J>,heterozygote,JAX,0.0102285642126531,0.181,0.004,0.377,7.0,2541.0,Bicra_Bicra<em1(IMPC)J>_heterozygote_JAX,14.799,13.918,21.299,22.624,19.942,0.0092090324208401,0.126,0.0,0.331,4.0,1264.0,Bicra_Bicra<em1(IMPC)J>_heterozygote_JAX_male,19.997,19.987,19.99,19.982,19.999,0.1275546159267089,0.287,0.024,0.576,3.0,1277.0,Bicra_Bicra<em1(IMPC)J>_heterozygote_JAX_female,14.837,13.735,21.355,22.59,19.989
Spns3,Spns3<em1(IMPC)Tcp>,homozygote,TCP,0.0081915563957151,0.125,0.0,0.33,4.0,588.0,Spns3_Spns3<em1(IMPC)Tcp>_homozygote_TCP,20.008,20.066,19.975,20.015,19.967,,,,,,,,,,,,,,,,,,,,,,,,
Ttc28,Ttc28<tm1b(EUCOMM)Hmgu>,homozygote,TCP,0.0081915563957151,0.126,0.0,0.341,4.0,588.0,Ttc28_Ttc28<tm1b(EUCOMM)Hmgu>_homozygote_TCP,20.012,20.011,19.955,19.989,20.005,,,,,,,,,,,,,,,,,,,,,,,,
Adamts18,Adamts18<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0822510822510822,0.222,0.0,0.526,4.0,569.0,Adamts18_Adamts18<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,17.779,17.886,17.345,17.089,21.434,,,,,,,,,,,,,,,,,,,,,,,,
Lmcd1,Lmcd1<em1(IMPC)J>,homozygote,JAX,0.0008757662955085,0.085,0.0,0.226,8.0,2541.0,Lmcd1_Lmcd1<em1(IMPC)J>_homozygote_JAX,19.979,19.986,19.99,20.023,19.964,0.0111223458038422,0.128,0.0,0.342,4.0,1264.0,Lmcd1_Lmcd1<em1(IMPC)J>_homozygote_JAX_male,19.903,19.999,19.957,20.018,19.89,0.0069225928256765,0.124,0.0,0.328,4.0,1277.0,Lmcd1_Lmcd1<em1(IMPC)J>_homozygote_JAX_female,20.017,19.991,19.941,20.052,20.007
